file name,visibility,x-coordinate,y-coordinate,status
frame_0039_00m07s.jpg,2,4.0,416.0,2
frame_0040_00m08s.jpg,0,,,0
frame_0041_00m08s.jpg,0,,,0
frame_0042_00m08s.jpg,0,,,0
frame_0043_00m08s.jpg,0,,,0
frame_0044_00m08s.jpg,0,,,0
frame_0045_00m09s.jpg,0,,,0
frame_0046_00m09s.jpg,0,,,0
frame_0047_00m09s.jpg,0,,,0
frame_0048_00m09s.jpg,0,,,0
frame_0049_00m09s.jpg,0,,,0
frame_0050_00m10s.jpg,0,,,0
frame_0051_00m10s.jpg,0,,,0
frame_0052_00m10s.jpg,0,,,0
frame_0053_00m10s.jpg,0,,,0
frame_0054_00m10s.jpg,0,,,0
frame_0055_00m11s.jpg,0,,,0
frame_0056_00m11s.jpg,0,,,0
frame_0057_00m11s.jpg,0,,,0
frame_0058_00m11s.jpg,0,,,0
frame_0059_00m11s.jpg,2,768.0,398.0,0
frame_0060_00m12s.jpg,1,779.0,338.0,0
frame_0061_00m12s.jpg,3,784.0,313.0,0
frame_0062_00m12s.jpg,1,785.0,353.0,0
frame_0063_00m12s.jpg,3,,,1
frame_0064_00m12s.jpg,1,646.0,194.0,0
frame_0065_00m13s.jpg,2,589.0,148.0,0
frame_0066_00m13s.jpg,2,558.0,158.0,0
frame_0067_00m13s.jpg,2,,,2
frame_0068_00m13s.jpg,2,526.0,115.0,1
frame_0069_00m13s.jpg,2,516.0,96.0,0
frame_0070_00m14s.jpg,1,507.0,95.0,0
frame_0071_00m14s.jpg,1,503.0,125.0,0
frame_0072_00m14s.jpg,1,503.0,194.0,0
frame_0073_00m14s.jpg,1,508.0,316.0,0
frame_0074_00m14s.jpg,2,519.0,421.0,2
frame_0075_00m15s.jpg,1,528.0,435.0,0
frame_0076_00m15s.jpg,3,,,1
frame_0077_00m15s.jpg,1,664.0,210.0,0
frame_0078_00m15s.jpg,1,721.0,154.0,0
frame_0079_00m15s.jpg,1,762.0,158.0,0
frame_0080_00m16s.jpg,1,787.0,193.0,1
frame_0081_00m16s.jpg,1,810.0,174.0,0
frame_0082_00m16s.jpg,1,833.0,156.0,0
frame_0083_00m16s.jpg,1,863.0,186.0,0
frame_0084_00m16s.jpg,1,894.0,266.0,1
frame_0085_00m17s.jpg,1,817.0,240.0,0
frame_0086_00m17s.jpg,1,698.0,163.0,1
frame_0087_00m17s.jpg,1,638.0,132.0,0
frame_0088_00m17s.jpg,1,588.0,137.0,0
frame_0089_00m17s.jpg,1,537.0,191.0,0
frame_0090_00m18s.jpg,1,516.0,233.0,1
frame_0091_00m18s.jpg,1,569.0,174.0,0
frame_0092_00m18s.jpg,1,626.0,167.0,1
frame_0093_00m18s.jpg,1,705.0,204.0,0
frame_0094_00m18s.jpg,1,789.0,291.0,0
frame_0095_00m19s.jpg,1,877.0,392.0,2
frame_0096_00m19s.jpg,1,944.0,384.0,0
frame_0097_00m19s.jpg,1,1016.0,433.0,2
frame_0098_00m19s.jpg,1,1096.0,492.0,0
frame_0099_00m19s.jpg,1,1183.0,522.0,0
frame_0100_00m20s.jpg,2,1274.0,591.0,0
frame_0101_00m20s.jpg,0,,,0
frame_0102_00m20s.jpg,0,,,0
frame_0103_00m20s.jpg,0,,,0
frame_0104_00m20s.jpg,0,,,0
frame_0105_00m21s.jpg,0,,,0
frame_0106_00m21s.jpg,0,,,0
frame_0107_00m21s.jpg,2,787.0,309.0,0
frame_0108_00m21s.jpg,1,788.0,351.0,0
frame_0109_00m21s.jpg,3,,,1
frame_0110_00m22s.jpg,1,639.0,205.0,0
frame_0111_00m22s.jpg,1,582.0,173.0,0
frame_0112_00m22s.jpg,1,550.0,195.0,2
frame_0113_00m22s.jpg,1,536.0,136.0,0
frame_0114_00m22s.jpg,2,525.0,114.0,1
frame_0115_00m23s.jpg,1,510.0,97.0,0
frame_0116_00m23s.jpg,2,499.0,104.0,0
frame_0117_00m23s.jpg,1,490.0,145.0,0
frame_0118_00m23s.jpg,1,482.0,231.0,0
frame_0119_00m23s.jpg,1,479.0,367.0,2
frame_0120_00m24s.jpg,3,,,0
frame_0121_00m24s.jpg,1,478.0,459.0,1
frame_0122_00m24s.jpg,1,568.0,321.0,0
frame_0123_00m24s.jpg,1,673.0,165.0,0
frame_0124_00m24s.jpg,1,742.0,114.0,1
frame_0125_00m25s.jpg,1,787.0,129.0,0
frame_0126_00m25s.jpg,1,832.0,192.0,0
frame_0127_00m25s.jpg,1,881.0,315.0,0
frame_0128_00m25s.jpg,1,933.0,448.0,2
frame_0129_00m25s.jpg,1,984.0,446.0,1
frame_0130_00m26s.jpg,1,909.0,255.0,0
frame_0131_00m26s.jpg,1,864.0,180.0,0
frame_0132_00m26s.jpg,1,817.0,155.0,1
frame_0133_00m26s.jpg,2,746.0,148.0,0
frame_0134_00m26s.jpg,1,661.0,185.0,0
frame_0135_00m27s.jpg,1,568.0,272.0,0
frame_0136_00m27s.jpg,1,474.0,398.0,1
frame_0137_00m27s.jpg,1,462.0,221.0,0
frame_0138_00m27s.jpg,1,451.0,123.0,0
frame_0139_00m27s.jpg,2,440.0,85.0,0
frame_0140_00m28s.jpg,2,432.0,93.0,0
frame_0141_00m28s.jpg,1,476.0,149.0,1
frame_0142_00m28s.jpg,1,726.0,275.0,0
frame_0143_00m28s.jpg,1,965.0,362.0,2
frame_0144_00m28s.jpg,1,1184.0,375.0,0
frame_0145_00m29s.jpg,0,,,0
frame_0146_00m29s.jpg,0,,,0
frame_0147_00m29s.jpg,0,,,0
frame_0148_00m29s.jpg,0,,,0
frame_0149_00m29s.jpg,0,,,0
frame_0150_00m30s.jpg,0,,,0
frame_0151_00m30s.jpg,0,,,0
frame_0152_00m30s.jpg,0,,,0
frame_0153_00m30s.jpg,0,,,0
frame_0154_00m30s.jpg,0,,,0
frame_0155_00m31s.jpg,0,,,0
frame_0156_00m31s.jpg,0,,,0
frame_0157_00m31s.jpg,0,,,0
frame_0158_00m31s.jpg,2,710.0,125.0,0
frame_0159_00m31s.jpg,2,699.0,114.0,0
frame_0160_00m32s.jpg,2,677.0,77.0,0
frame_0161_00m32s.jpg,2,667.0,77.0,1
frame_0162_00m32s.jpg,2,653.0,99.0,0
frame_0163_00m32s.jpg,2,592.0,114.0,0
frame_0164_00m32s.jpg,1,518.0,185.0,0
frame_0165_00m33s.jpg,1,425.0,333.0,0
frame_0166_00m33s.jpg,3,,,2
frame_0167_00m33s.jpg,1,224.0,512.0,1
frame_0168_00m33s.jpg,1,305.0,320.0,0
frame_0169_00m33s.jpg,1,354.0,225.0,0
frame_0170_00m34s.jpg,1,388.0,183.0,0
frame_0171_00m34s.jpg,1,414.0,181.0,0
frame_0172_00m34s.jpg,2,433.0,205.0,2
frame_0173_00m34s.jpg,1,442.0,183.0,0
frame_0174_00m34s.jpg,1,450.0,154.0,1
frame_0175_00m35s.jpg,2,463.0,47.0,0
frame_0176_00m35s.jpg,2,648.0,115.0,0
frame_0177_00m35s.jpg,1,764.0,158.0,0
frame_0178_00m35s.jpg,1,885.0,250.0,0
frame_0179_00m35s.jpg,2,994.0,316.0,1
frame_0180_00m36s.jpg,1,971.0,221.0,0
frame_0181_00m36s.jpg,1,917.0,156.0,0
frame_0182_00m36s.jpg,1,869.0,138.0,0
frame_0183_00m36s.jpg,1,825.0,159.0,1
frame_0184_00m36s.jpg,1,736.0,168.0,0
frame_0185_00m37s.jpg,1,608.0,186.0,0
frame_0186_00m37s.jpg,1,473.0,253.0,0
frame_0187_00m37s.jpg,1,347.0,334.0,2
frame_0188_00m37s.jpg,1,259.0,325.0,1
frame_0189_00m37s.jpg,1,309.0,277.0,0
frame_0190_00m38s.jpg,1,473.0,194.0,0
frame_0191_00m38s.jpg,2,592.0,164.0,0
frame_0192_00m38s.jpg,1,712.0,165.0,0
frame_0193_00m38s.jpg,3,,,0
frame_0194_00m38s.jpg,3,,,2
frame_0195_00m39s.jpg,1,951.0,170.0,0
frame_0196_00m39s.jpg,1,1005.0,180.0,2
frame_0197_00m39s.jpg,2,654.0,101.0,1
frame_0198_00m39s.jpg,1,619.0,122.0,0
frame_0199_00m39s.jpg,1,579.0,195.0,0
frame_0200_00m40s.jpg,1,529.0,342.0,0
frame_0201_00m40s.jpg,1,473.0,461.0,2
frame_0202_00m40s.jpg,3,,,1
frame_0203_00m40s.jpg,1,491.0,327.0,0
frame_0204_00m40s.jpg,1,536.0,219.0,0
frame_0205_00m41s.jpg,1,557.0,178.0,0
frame_0206_00m41s.jpg,1,566.0,178.0,0
frame_0207_00m41s.jpg,3,567.0,205.0,2
frame_0208_00m41s.jpg,1,561.0,165.0,1
frame_0209_00m41s.jpg,1,533.0,145.0,0
frame_0210_00m42s.jpg,1,467.0,158.0,0
frame_0211_00m42s.jpg,1,384.0,217.0,0
frame_0212_00m42s.jpg,1,285.0,340.0,2
frame_0213_00m42s.jpg,1,173.0,473.0,0
frame_0214_00m42s.jpg,1,53.0,516.0,0
frame_0215_00m43s.jpg,0,,,0
frame_0216_00m43s.jpg,0,,,0
frame_0217_00m43s.jpg,0,,,0
frame_0218_00m43s.jpg,0,,,0
frame_0219_00m43s.jpg,0,,,0
frame_0220_00m44s.jpg,0,,,0
frame_0221_00m44s.jpg,0,,,0
frame_0222_00m44s.jpg,0,,,0
frame_0223_00m44s.jpg,0,,,0
frame_0224_00m44s.jpg,0,,,0
frame_0225_00m45s.jpg,2,537.0,79.0,0
frame_0226_00m45s.jpg,2,530.0,84.0,1
frame_0227_00m45s.jpg,2,569.0,109.0,0
frame_0228_00m45s.jpg,2,670.0,161.0,0
frame_0229_00m45s.jpg,1,795.0,276.0,0
frame_0230_00m46s.jpg,1,928.0,418.0,2
frame_0231_00m46s.jpg,3,1116.0,494.0,0
frame_0232_00m46s.jpg,1,937.0,356.0,1
frame_0233_00m46s.jpg,1,734.0,207.0,0
frame_0234_00m46s.jpg,1,606.0,146.0,0
frame_0235_00m47s.jpg,1,518.0,136.0,0
frame_0236_00m47s.jpg,1,456.0,160.0,0
frame_0237_00m47s.jpg,1,416.0,167.0,2
frame_0238_00m47s.jpg,2,424.0,120.0,1
frame_0239_00m47s.jpg,2,508.0,82.0,0
frame_0240_00m48s.jpg,2,599.0,80.0,0
frame_0241_00m48s.jpg,1,694.0,123.0,0
frame_0242_00m48s.jpg,1,797.0,216.0,1
frame_0243_00m48s.jpg,2,681.0,158.0,0
frame_0244_00m48s.jpg,1,569.0,128.0,0
frame_0245_00m49s.jpg,1,489.0,145.0,0
frame_0246_00m49s.jpg,1,437.0,158.0,1
frame_0247_00m49s.jpg,2,437.0,101.0,0
frame_0248_00m49s.jpg,2,438.0,71.0,0
frame_0249_00m49s.jpg,2,440.0,76.0,0
frame_0250_00m50s.jpg,1,443.0,120.0,0
frame_0251_00m50s.jpg,1,449.0,208.0,0
frame_0252_00m50s.jpg,1,456.0,316.0,2
frame_0253_00m50s.jpg,1,448.0,275.0,1
frame_0254_00m50s.jpg,3,,,0
frame_0255_00m51s.jpg,1,623.0,175.0,0
frame_0256_00m51s.jpg,1,719.0,178.0,0
frame_0257_00m51s.jpg,1,772.0,194.0,1
frame_0258_00m51s.jpg,2,703.0,150.0,0
frame_0259_00m51s.jpg,1,632.0,144.0,0
frame_0260_00m52s.jpg,1,553.0,182.0,0
frame_0261_00m52s.jpg,1,472.0,264.0,0
frame_0262_00m52s.jpg,1,402.0,327.0,2
frame_0263_00m52s.jpg,1,355.0,295.0,1
frame_0264_00m52s.jpg,1,355.0,216.0,0
frame_0265_00m53s.jpg,1,377.0,157.0,0
frame_0266_00m53s.jpg,1,395.0,152.0,1
frame_0267_00m53s.jpg,1,357.0,161.0,0
frame_0268_00m53s.jpg,1,313.0,217.0,0
frame_0269_00m53s.jpg,1,261.0,329.0,0
frame_0270_00m54s.jpg,1,206.0,462.0,2
frame_0271_00m54s.jpg,1,160.0,469.0,0
frame_0272_00m54s.jpg,1,108.0,546.0,0
frame_0273_00m54s.jpg,0,,,0
frame_0274_00m54s.jpg,0,,,0
frame_0275_00m55s.jpg,1,591.0,308.0,0
frame_0276_00m55s.jpg,1,655.0,134.0,0
frame_0277_00m55s.jpg,1,725.0,185.0,0
frame_0278_00m55s.jpg,1,827.0,312.0,2
frame_0279_00m55s.jpg,1,958.0,407.0,0
frame_0280_00m56s.jpg,2,1149.0,470.0,0
frame_0281_00m56s.jpg,1,1001.0,337.0,1
frame_0282_00m56s.jpg,1,797.0,213.0,0
frame_0283_00m56s.jpg,1,710.0,193.0,0
frame_0284_00m56s.jpg,2,663.0,208.0,2
frame_0285_00m57s.jpg,2,642.0,176.0,0
frame_0286_00m57s.jpg,1,627.0,160.0,0
frame_0287_00m57s.jpg,2,623.0,143.0,1
frame_0288_00m57s.jpg,2,632.0,104.0,0
frame_0289_00m57s.jpg,1,643.0,81.0,0
frame_0290_00m58s.jpg,1,653.0,83.0,0
frame_0291_00m58s.jpg,1,666.0,116.0,0
frame_0292_00m58s.jpg,1,679.0,187.0,0
frame_0293_00m58s.jpg,1,694.0,299.0,2
frame_0294_00m58s.jpg,1,696.0,282.0,1
frame_0295_00m59s.jpg,1,672.0,231.0,0
frame_0296_00m59s.jpg,3,,,0
frame_0297_00m59s.jpg,3,577.0,157.0,1
frame_0298_00m59s.jpg,3,,,0
frame_0299_00m59s.jpg,3,,,1
frame_0300_01m00s.jpg,1,686.0,159.0,1
frame_0301_01m00s.jpg,1,735.0,162.0,0
frame_0302_01m00s.jpg,1,793.0,198.0,0
frame_0303_01m00s.jpg,3,,,1
frame_0304_01m00s.jpg,1,831.0,164.0,0
frame_0305_01m01s.jpg,1,813.0,133.0,0
frame_0306_01m01s.jpg,1,807.0,142.0,1
frame_0307_01m01s.jpg,1,810.0,195.0,0
frame_0308_01m01s.jpg,1,770.0,244.0,1
frame_0309_01m01s.jpg,1,682.0,192.0,0
frame_0310_01m02s.jpg,2,592.0,185.0,0
frame_0311_01m02s.jpg,1,631.0,187.0,1
frame_0312_01m02s.jpg,1,658.0,182.0,0
frame_0313_01m02s.jpg,1,690.0,209.0,0
frame_0314_01m02s.jpg,1,726.0,239.0,1
frame_0315_01m03s.jpg,1,748.0,217.0,0
frame_0316_01m03s.jpg,1,764.0,267.0,2
frame_0317_01m03s.jpg,1,767.0,236.0,0
frame_0318_01m03s.jpg,1,768.0,239.0,0
frame_0319_01m03s.jpg,1,770.0,255.0,0
frame_0320_01m04s.jpg,1,773.0,273.0,2
frame_0321_01m04s.jpg,1,780.0,275.0,0
frame_0322_01m04s.jpg,1,787.0,282.0,2
frame_0323_01m04s.jpg,1,794.0,289.0,2
frame_0324_01m04s.jpg,1,800.0,297.0,2
frame_0325_01m05s.jpg,3,806.0,301.0,2
frame_0326_01m05s.jpg,1,791.0,434.0,0
frame_0327_01m05s.jpg,1,801.0,367.0,0
frame_0328_01m05s.jpg,2,,,0
frame_0329_01m05s.jpg,3,,,1
frame_0330_01m06s.jpg,1,590.0,197.0,0
frame_0331_01m06s.jpg,1,543.0,179.0,0
frame_0332_01m06s.jpg,1,523.0,191.0,2
frame_0333_01m06s.jpg,1,513.0,151.0,0
frame_0334_01m06s.jpg,1,506.0,141.0,1
frame_0335_01m07s.jpg,1,499.0,113.0,0
frame_0336_01m07s.jpg,1,492.0,102.0,0
frame_0337_01m07s.jpg,2,484.0,127.0,0
frame_0338_01m07s.jpg,1,475.0,210.0,0
frame_0339_01m07s.jpg,1,463.0,381.0,2
frame_0340_01m08s.jpg,1,442.0,502.0,0
frame_0341_01m08s.jpg,1,405.0,563.0,1
frame_0342_01m08s.jpg,1,613.0,251.0,0
frame_0343_01m08s.jpg,1,683.0,185.0,1
frame_0344_01m08s.jpg,2,681.0,176.0,0
frame_0345_01m09s.jpg,1,623.0,196.0,0
frame_0346_01m09s.jpg,1,546.0,270.0,0
frame_0347_01m09s.jpg,1,444.0,413.0,2
frame_0348_01m09s.jpg,1,350.0,430.0,0
frame_0349_01m09s.jpg,0,,,1
frame_0350_01m10s.jpg,1,410.0,245.0,0
frame_0351_01m10s.jpg,1,480.0,169.0,0
frame_0352_01m10s.jpg,1,527.0,148.0,0
frame_0353_01m10s.jpg,1,559.0,163.0,0
frame_0354_01m10s.jpg,1,580.0,190.0,1
frame_0355_01m11s.jpg,1,590.0,174.0,0
frame_0356_01m11s.jpg,2,605.0,193.0,0
frame_0357_01m11s.jpg,1,625.0,253.0,0
frame_0358_01m11s.jpg,3,645.0,329.0,1
frame_0359_01m11s.jpg,3,,,0
frame_0360_01m12s.jpg,1,545.0,194.0,0
frame_0361_01m12s.jpg,1,502.0,186.0,0
frame_0362_01m12s.jpg,1,477.0,167.0,0
frame_0363_01m12s.jpg,2,,,0
frame_0364_01m12s.jpg,2,430.0,189.0,1
frame_0365_01m13s.jpg,2,425.0,145.0,0
frame_0366_01m13s.jpg,1,582.0,185.0,0
frame_0367_01m13s.jpg,1,689.0,228.0,0
frame_0368_01m13s.jpg,1,802.0,312.0,2
frame_0369_01m13s.jpg,1,883.0,290.0,1
frame_0370_01m14s.jpg,1,851.0,237.0,0
frame_0371_01m14s.jpg,2,728.0,179.0,0
frame_0372_01m14s.jpg,1,696.0,164.0,1
frame_0373_01m14s.jpg,1,695.0,175.0,0
frame_0374_01m14s.jpg,1,690.0,223.0,1
frame_0375_01m15s.jpg,2,675.0,162.0,0
frame_0376_01m15s.jpg,1,549.0,162.0,1
frame_0377_01m15s.jpg,2,573.0,131.0,0
frame_0378_01m15s.jpg,2,618.0,132.0,0
frame_0379_01m15s.jpg,1,690.0,186.0,0
frame_0380_01m16s.jpg,1,793.0,325.0,0
frame_0381_01m16s.jpg,1,926.0,540.0,2
frame_0382_01m16s.jpg,1,1124.0,554.0,0
frame_0383_01m16s.jpg,0,,,0
frame_0384_01m16s.jpg,0,,,0
frame_0385_01m17s.jpg,0,,,0
frame_0386_01m17s.jpg,0,,,0
frame_0387_01m17s.jpg,0,,,0
frame_0388_01m17s.jpg,0,,,0
frame_0389_01m17s.jpg,0,,,0
frame_0390_01m18s.jpg,0,,,0
frame_0391_01m18s.jpg,2,592.0,124.0,0
frame_0392_01m18s.jpg,2,585.0,121.0,0
frame_0393_01m18s.jpg,1,579.0,138.0,1
frame_0394_01m18s.jpg,1,602.0,114.0,0
frame_0395_01m19s.jpg,2,642.0,109.0,0
frame_0396_01m19s.jpg,1,701.0,152.0,0
frame_0397_01m19s.jpg,1,784.0,271.0,0
frame_0398_01m19s.jpg,1,893.0,441.0,2
frame_0399_01m19s.jpg,1,1053.0,471.0,0
frame_0400_01m20s.jpg,1,1163.0,503.0,1
frame_0401_01m20s.jpg,1,825.0,218.0,0
frame_0402_01m20s.jpg,1,708.0,152.0,0
frame_0403_01m20s.jpg,1,653.0,146.0,0
frame_0404_01m20s.jpg,1,621.0,166.0,0
frame_0405_01m21s.jpg,0,,,2
frame_0406_01m21s.jpg,3,,,1
frame_0407_01m21s.jpg,1,603.0,121.0,0
frame_0408_01m21s.jpg,1,630.0,91.0,0
frame_0409_01m21s.jpg,2,664.0,86.0,0
frame_0410_01m22s.jpg,2,704.0,115.0,0
frame_0411_01m22s.jpg,1,752.0,189.0,1
frame_0412_01m22s.jpg,1,703.0,168.0,0
frame_0413_01m22s.jpg,1,664.0,162.0,0
frame_0414_01m22s.jpg,2,644.0,173.0,2
frame_0415_01m23s.jpg,2,636.0,137.0,1
frame_0416_01m23s.jpg,1,635.0,92.0,0
frame_0417_01m23s.jpg,1,632.0,57.0,0
frame_0418_01m23s.jpg,1,627.0,42.0,0
frame_0419_01m23s.jpg,1,619.0,52.0,0
frame_0420_01m24s.jpg,1,609.0,96.0,0
frame_0421_01m24s.jpg,3,,,1
frame_0422_01m24s.jpg,1,740.0,189.0,0
frame_0423_01m24s.jpg,1,798.0,182.0,2
frame_0424_01m24s.jpg,1,827.0,140.0,0
frame_0425_01m25s.jpg,1,848.0,130.0,1
frame_0426_01m25s.jpg,1,849.0,41.0,0
frame_0427_01m25s.jpg,0,,,0
frame_0428_01m25s.jpg,0,,,0
frame_0429_01m25s.jpg,0,,,0
frame_0430_01m26s.jpg,0,,,0
frame_0431_01m26s.jpg,0,,,0
frame_0432_01m26s.jpg,0,,,0
frame_0433_01m26s.jpg,0,,,0
frame_0434_01m26s.jpg,0,,,1
frame_0435_01m27s.jpg,0,,,0
frame_0436_01m27s.jpg,1,679.0,151.0,0
frame_0437_01m27s.jpg,1,705.0,177.0,2
frame_0438_01m27s.jpg,2,770.0,131.0,1
frame_0439_01m27s.jpg,1,719.0,94.0,0
frame_0440_01m28s.jpg,1,725.0,52.0,0
frame_0441_01m28s.jpg,2,746.0,111.0,0
frame_0442_01m28s.jpg,0,,,0
frame_0443_01m28s.jpg,1,729.0,27.0,0
frame_0444_01m28s.jpg,1,726.0,79.0,1
frame_0445_01m29s.jpg,1,693.0,168.0,0
frame_0446_01m29s.jpg,1,635.0,183.0,2
frame_0447_01m29s.jpg,2,502.0,161.0,1
frame_0448_01m29s.jpg,2,617.0,88.0,0
frame_0449_01m29s.jpg,1,640.0,49.0,0
frame_0450_01m30s.jpg,1,663.0,25.0,0
frame_0451_01m30s.jpg,1,690.0,27.0,0
frame_0452_01m30s.jpg,1,720.0,62.0,1
frame_0453_01m30s.jpg,3,,,0
frame_0454_01m30s.jpg,3,,,2
frame_0455_01m31s.jpg,2,639.0,134.0,0
frame_0456_01m31s.jpg,2,622.0,108.0,1
frame_0457_01m31s.jpg,1,608.0,104.0,0
frame_0458_01m31s.jpg,1,594.0,104.0,0
frame_0459_01m31s.jpg,0,,,0
frame_0460_01m32s.jpg,1,561.0,162.0,0
frame_0461_01m32s.jpg,0,,,2
frame_0462_01m32s.jpg,1,530.0,166.0,0
frame_0463_01m32s.jpg,1,515.0,179.0,0
frame_0464_01m32s.jpg,2,499.0,198.0,2
frame_0465_01m33s.jpg,2,485.0,194.0,0
frame_0466_01m33s.jpg,1,688.0,695.0,0
frame_0467_01m33s.jpg,1,672.0,623.0,0
frame_0468_01m33s.jpg,1,629.0,545.0,0
frame_0469_01m33s.jpg,1,552.0,562.0,0
frame_0470_01m34s.jpg,1,533.0,432.0,0
frame_0471_01m34s.jpg,1,542.0,316.0,0
frame_0472_01m34s.jpg,1,544.0,415.0,1
frame_0473_01m34s.jpg,1,1122.0,424.0,0
frame_0474_01m34s.jpg,0,,,0
frame_0475_01m35s.jpg,0,,,0
frame_0476_01m35s.jpg,0,,,0
frame_0477_01m35s.jpg,0,,,0
frame_0478_01m35s.jpg,0,,,0
frame_0479_01m35s.jpg,0,,,0
frame_0480_01m36s.jpg,0,,,0
frame_0481_01m36s.jpg,0,,,0
frame_0482_01m36s.jpg,0,,,0
frame_0483_01m36s.jpg,1,417.0,340.0,0
frame_0484_01m36s.jpg,1,385.0,414.0,2
frame_0485_01m37s.jpg,1,336.0,452.0,1
frame_0486_01m37s.jpg,1,485.0,323.0,0
frame_0487_01m37s.jpg,1,654.0,188.0,0
frame_0488_01m37s.jpg,1,725.0,164.0,1
frame_0489_01m37s.jpg,1,769.0,174.0,0
frame_0490_01m38s.jpg,1,826.0,232.0,1
frame_0491_01m38s.jpg,2,808.0,178.0,0
frame_0492_01m38s.jpg,1,781.0,146.0,1
frame_0493_01m38s.jpg,1,773.0,165.0,0
frame_0494_01m38s.jpg,1,772.0,248.0,1
frame_0495_01m39s.jpg,2,721.0,201.0,0
frame_0496_01m39s.jpg,2,,,1
frame_0497_01m39s.jpg,1,692.0,162.0,0
frame_0498_01m39s.jpg,1,730.0,226.0,1
frame_0499_01m39s.jpg,2,738.0,197.0,0
frame_0500_01m40s.jpg,1,726.0,158.0,1
frame_0501_01m40s.jpg,1,740.0,158.0,0
frame_0502_01m40s.jpg,1,778.0,198.0,1
frame_0503_01m40s.jpg,1,755.0,164.0,0
frame_0504_01m40s.jpg,1,719.0,138.0,0
frame_0505_01m41s.jpg,1,668.0,145.0,1
frame_0506_01m41s.jpg,1,586.0,187.0,0
frame_0507_01m41s.jpg,1,482.0,282.0,2
frame_0508_01m41s.jpg,1,364.0,374.0,0
frame_0509_01m41s.jpg,3,,,0
frame_0510_01m42s.jpg,3,,,1
frame_0511_01m42s.jpg,1,298.0,233.0,0
frame_0512_01m42s.jpg,1,393.0,158.0,0
frame_0513_01m42s.jpg,2,468.0,164.0,0
frame_0514_01m42s.jpg,1,508.0,148.0,1
frame_0515_01m43s.jpg,1,633.0,211.0,0
frame_0516_01m43s.jpg,1,884.0,372.0,2
frame_0517_01m43s.jpg,2,1208.0,442.0,0
frame_0518_01m43s.jpg,0,,,0
frame_0519_01m43s.jpg,0,,,0
frame_0520_01m44s.jpg,0,,,0
frame_0521_01m44s.jpg,0,,,0
frame_0522_01m44s.jpg,0,,,0
frame_0523_01m44s.jpg,0,,,0
frame_0524_01m44s.jpg,0,,,0
frame_0525_01m45s.jpg,2,,,0
frame_0526_01m45s.jpg,1,675.0,133.0,0
frame_0527_01m45s.jpg,1,670.0,145.0,1
frame_0528_01m45s.jpg,1,629.0,131.0,0
frame_0529_01m45s.jpg,1,584.0,159.0,0
frame_0530_01m46s.jpg,1,534.0,233.0,0
frame_0531_01m46s.jpg,1,439.0,468.0,2
frame_0532_01m46s.jpg,1,346.0,527.0,1
frame_0533_01m46s.jpg,1,346.0,438.0,0
frame_0534_01m46s.jpg,1,469.0,231.0,0
frame_0535_01m47s.jpg,1,527.0,162.0,0
frame_0536_01m47s.jpg,1,557.0,156.0,0
frame_0537_01m47s.jpg,1,568.0,172.0,2
frame_0538_01m47s.jpg,1,574.0,161.0,0
frame_0539_01m47s.jpg,1,575.0,142.0,1
frame_0540_01m48s.jpg,1,610.0,133.0,0
frame_0541_01m48s.jpg,1,686.0,159.0,0
